Reef_ID,reef_name,not_zoned,buffer,commonwealth_island_GBRMPA,conservation_park,general_use,habitat_protection,marine_national_park,preservation,scientific_research,total_area_nine_zones,minimum_distance_to_nearest_port_m,GBRMPA_management_area,subregion,qfish,region_code
552,Henry Reef,0,0,0,0,0,0.528402624,0,0,0,0.528402624,81368.16944,Far Northern Management Area,Cape York Peninsula,59251,E
553,Lloyds Reef,0,0,0,0,0,0,0.111495692,0,0,0.111495692,84074.78164,Far Northern Management Area,Cape York Peninsula,59251,E
554,U/N Reef,0,0,0,0,0,0,0.194134871,0,0,0.194134871,85838.95588,Far Northern Management Area,Cape York Peninsula,59251,E
555,U/N Reef,0,0,0,0,0,0,0.158814259,0,0,0.158814259,84753.98312,Far Northern Management Area,Cape York Peninsula,59251,E
556,Mantis Reef,0,0,0,0,0,0,25.83813553,0,0,25.83813553,83850.98486,Far Northern Management Area,Cape York Peninsula,59251,E
557,U/N Reef,0,0,0,0,0,0.659081935,0,0,0,0.659081935,58780.53977,Far Northern Management Area,Cape York Peninsula,59251,E
558,Ferguson Reef,0,0,0,0,0,8.418778647,0,0,0,8.418778647,72426.50957,Far Northern Management Area,Cape York Peninsula,59251,E
559,U/N Reef,0,0,0,0,0,5.891229638,0,0,0,5.891229638,67774.94254,Far Northern Management Area,Cape York Peninsula,59251,E
560,U/N Reef,0,0,0,0,0,0.729482131,0,0,0,0.729482131,50771.16967,Far Northern Management Area,Cape York Peninsula,59251,E
561,Lagoon Reef,0,0,0,0,0,9.948410249,0,0,0,9.948410249,63610.75332,Far Northern Management Area,Cape York Peninsula,59251,E
562,U/N Reef,0,0,0,0,0,3.058528459,0,0,0,3.058528459,59493.60019,Far Northern Management Area,Cape York Peninsula,59251,E
563,U/N Reef,0,0,0,0,0,1.337491421,0,0,0,1.337491421,61939.94707,Far Northern Management Area,Cape York Peninsula,59251,E
564,U/N Reef,0,0,0,0,0,0.070288087,0,0,0,0.070288087,52304.74142,Far Northern Management Area,Cape York Peninsula,59251,E
565,U/N Reef,0,0,0,0,0,0.23530754,0,0,0,0.23530754,46874.08558,Far Northern Management Area,Cape York Peninsula,59251,E
566,U/N Reef,0,0,0,0,0,0.334748593,0,0,0,0.334748593,50139.75718,Far Northern Management Area,Cape York Peninsula,59251,E
567,Northern Small Detached Reef,0,0,0,0,0,0,0.46300204,0,0,0.46300204,68410.72568,Far Northern Management Area,Cape York Peninsula (out),59251,E
568,U/N Reef,0,0,0,0,0,3.93769848,0,0,0,3.93769848,58066.00284,Far Northern Management Area,Cape York Peninsula,59251,E
569,U/N Reef,0,0,0,0,0,4.290786947,0,0,0,4.290786947,56772.54696,Far Northern Management Area,Cape York Peninsula,59251,E
570,U/N Reef,0,0,0,0,0,0.915319511,0,0,0,0.915319511,55800.99321,Far Northern Management Area,Cape York Peninsula,59251,E
571,U/N Reef,0,0,0,0,0,2.912033525,0,0,0,2.912033525,56300.07358,Far Northern Management Area,Cape York Peninsula,59251,E
572,Middle Reef,0,0,0,0,0,1.919944724,0,0,0,1.919944724,29066.48139,Far Northern Management Area,Cape York Peninsula,59260,E
573,Pigeon Reef,0,0.685560187,0,0,0,0,0,0,0,0.685560187,30822.21003,Far Northern Management Area,Cape York Peninsula,59260,E
574,U/N Reef,0,0,0,0,0,0,9.402748756,0,0,9.402748756,24189.4866,Far Northern Management Area,Cape York Peninsula,59260,E
575,Rocky Island Reef,0,0,0,0,0,7.292009895,0,0,0,7.292009895,21352.56885,Far Northern Management Area,Cape York Peninsula,59260,E
576,U/N Reef,0,0,0,0,0,1.466494298,0,0,0,1.466494298,20468.79865,Far Northern Management Area,Cape York Peninsula,59260,E
577,Restoration Island Reef,0,0,0,0,0,0.198863813,0,0,0,0.198863813,19740.66122,Far Northern Management Area,Cape York Peninsula,59260,E
578,U/N Reef,0,0,0,0,0,6.050809816,0,0,0,6.050809816,14407.78033,Far Northern Management Area,Cape York Peninsula,59260,E
579,Edward Shoal,0,0,0,0,0,0.206899504,0,0,0,0.206899504,17060.79135,Far Northern Management Area,Cape York Peninsula,59260,E
580,U/N Reef,0,0,0,0,0,0.005032996,0,0,0,0.005032996,15254.31035,Far Northern Management Area,Cape York Peninsula,59260,E
581,U/N Reef,0,0,0,0,0,0.366784769,0,0,0,0.366784769,8562.13657,Far Northern Management Area,Cape York Peninsula,59260,E
582,Lloyd Island Reef,0,0,0,0.310667746,0,0,0,0,0,0.310667746,4831.736544,Far Northern Management Area,Cape York Peninsula,59260,E
583,Hazelgrove Reefs,0,0,0,0,0,0.008069795,0,0,0,0.008069795,13452.57867,Far Northern Management Area,Cape York Peninsula,59260,E
584,May Reef,0,0,0,0,0,0.896708228,0,0,0,0.896708228,11996.5435,Far Northern Management Area,Cape York Peninsula,59260,E
585,U/N Reef,0,0,0,2.308508087,0,0,0,0,0,2.308508087,901.8178587,Far Northern Management Area,Cape York Peninsula,59260,E
586,Sunter Reef,0,0,0,0.011657031,0,0,0,0,0,0.011657031,6018.060946,Far Northern Management Area,Cape York Peninsula,59260,E
587,Exit Reef,0,0,0,0,0,1.254825379,0,0,0,1.254825379,13936.31654,Far Northern Management Area,Cape York Peninsula,59260,E
588,Waight Bank,0,0,0,0,0,0,0.015669413,0,0,0.015669413,9894.865409,Far Northern Management Area,Cape York Peninsula,59260,E
589,U/N Reef,0,0,0,0,0,0.89210145,0,0,0,0.89210145,54653.49665,Far Northern Management Area,Cape York Peninsula,59261,E
590,Bunker Reef,0,0,0,0,0,1.077889653,0,0,0,1.077889653,41738.08296,Far Northern Management Area,Cape York Peninsula,59261,E
591,Long Sandy Reef,0,0,0,0,0,8.180712955,0,0,0,8.180712955,55219.77636,Far Northern Management Area,Cape York Peninsula,59261,E
592,U/N Reef,0,0,0,0,0,0.681872382,0,0,0,0.681872382,52519.98971,Far Northern Management Area,Cape York Peninsula,59261,E
536,Dolphin Reef,0,0,0,0,0,0.417378094,0,0,0,0.417378094,30283.80363,Far Northern Management Area,Cape York Peninsula,59261,E
537,U/N Reef,0,0,0,0,0,0.987113499,0,0,0,0.987113499,52746.00705,Far Northern Management Area,Cape York Peninsula,59261,E
538,Second Small Reef,0,0,0,0,0,1.890551093,0,0,0,1.890551093,53500.16046,Far Northern Management Area,Cape York Peninsula,59261,E
539,Southern Small Detached Reef,0,0,0,0,0,0,3.804735462,0,0,3.804735462,60583.30314,Far Northern Management Area,Cape York Peninsula (out),59261,E
540,U/N Reef,0,0,0,0,0,0,1.138942824,0,0,1.138942824,38505.84892,Far Northern Management Area,Cape York Peninsula,59261,E
541,U/N Reef,0,0,0,0,0,4.445635288,0,0,0,4.445635288,53815.51971,Far Northern Management Area,Cape York Peninsula,59261,E
611,Curd Reef,0,0,0,0,0,9.737788154,0,0,0,9.737788154,29022.06453,Far Northern Management Area,Cape York Peninsula,59261,E
612,U/N Reef,0,0,0,0,0,0.175397876,0,0,0,0.175397876,54018.25915,Far Northern Management Area,Cape York Peninsula,59261,E
613,Log Reef (North),0,0,0,0,0,5.909392994,0,0,0,5.909392994,55139.66944,Far Northern Management Area,Cape York Peninsula,59261,E
614,Burke Reef,0,0,0,0,0,11.60988532,0,0,0,11.60988532,28577.79911,Far Northern Management Area,Cape York Peninsula,59261,E
615,Tannadice Shoal,0,0,0,0,0,0.009240923,0,0,0,0.009240923,22743.49369,Far Northern Management Area,Cape York Peninsula,59261,E
616,Log Reef (South),0,0,0,0,0,8.926856026,0,0,0,8.926856026,55218.78053,Far Northern Management Area,Cape York Peninsula,59261,E
617,U/N Reef,0,0,0,0,0,1.420872504,0,0,0,1.420872504,51809.68725,Far Northern Management Area,Cape York Peninsula,59261,E
618,U/N Reef,0,0,0,0,0,0.148162618,0,0,0,0.148162618,52987.51424,Far Northern Management Area,Cape York Peninsula,59261,E
619,U/N Reef,0,0,0,0,0,2.971581078,0,0,0,2.971581078,50662.53744,Far Northern Management Area,Cape York Peninsula,59261,E
620,First Small Reef,0,0,0,0,0,3.28193014,0,0,0,3.28193014,50018.3059,Far Northern Management Area,Cape York Peninsula,59261,E
621,Ape Reef,0,0,0,0,0,10.41982041,0,0,0,10.41982041,28710.32718,Far Northern Management Area,Cape York Peninsula,59261,E
622,U/N Reef,0,0,0,0,0,0.933856515,0,0,0,0.933856515,48417.80926,Far Northern Management Area,Cape York Peninsula,59261,E
623,U/N Reef,0,0,0,0,0,10.7312214,0,0,0,10.7312214,50316.38869,Far Northern Management Area,Cape York Peninsula,59261,E
624,Zenith Reef,0,0,0,0,0,4.121770383,0,0,0,4.121770383,29247.8352,Far Northern Management Area,Cape York Peninsula,59261,E
625,U/N Reef,0,0,0,0,0,2.315469576,0,0,0,2.315469576,48754.39647,Far Northern Management Area,Cape York Peninsula,59261,E
626,Bligh Reef,0,0,0,0,0,11.43531645,0,0,0,11.43531645,53124.96546,Far Northern Management Area,Cape York Peninsula,59261,E
627,Wye Reef,0,0,0,0,0,1.470366219,0,0,0,1.470366219,28739.35091,Far Northern Management Area,Cape York Peninsula,59261,E
628,Lansdown Reef,0,0,0,0,0,0,0.00172477,0,0,0.00172477,21038.26766,Far Northern Management Area,Cape York Peninsula,59261,E
629,U/N Reef,0,0,0,0,0,4.377544048,0,0,0,4.377544048,39190.15634,Far Northern Management Area,Cape York Peninsula,59261,E
593,Sunk Reef,0,0,0,0,0,0.841557962,0,0,0,0.841557962,33310.66729,Far Northern Management Area,Cape York Peninsula,59261,E
594,U/N Reef,0,0,0,0,0,0.112857838,0,0,0,0.112857838,49076.40921,Far Northern Management Area,Cape York Peninsula,59261,E
595,U/N Reef,0,0,0,0,0,0.657768328,0,0,0,0.657768328,28901.02069,Far Northern Management Area,Cape York Peninsula,59261,E
596,Rocky Island Reef,0,0,0,0,0,0,0.293839789,0,0,0.293839789,23983.02789,Far Northern Management Area,Cape York Peninsula,59261,E
597,Frederick Patches,0,0,0,0,0,0.012846313,0,0,0,0.012846313,32228.35502,Far Northern Management Area,Cape York Peninsula,59261,E
598,U/N Reef,0,0,0,0,0,9.585962411,0,0,0,9.585962411,52626.68854,Far Northern Management Area,Cape York Peninsula,59261,E
599,Chapman Reef,0,0,0,0,0,3.304076148,0,0,0,3.304076148,29145.07955,Far Northern Management Area,Cape York Peninsula,59261,E
600,U/N Reef,0,0,0,0,0,0.000528408,0,0,0,0.000528408,45199.70478,Far Northern Management Area,Cape York Peninsula,59271,E
601,U/N Reef,0,0,0,0,0,0,14.54237599,0,0,14.54237599,22174.97868,Far Northern Management Area,Cape York Peninsula,59261,E
602,Allen Reef,0,0,0,0,0,0,2.138638215,0,0,2.138638215,25088.64096,Far Northern Management Area,Cape York Peninsula,59261,E
603,U/N Reef,0,0,0,0,0,1.005283641,0,0,0,1.005283641,36885.20019,Far Northern Management Area,Cape York Peninsula,59261,E
604,U/N Reef,0,0,0,0,0,6.747843058,0,0,0,6.747843058,53042.80128,Far Northern Management Area,Cape York Peninsula,59261,E
605,U/N Reef,0,0,0,0,0,0.519585461,0,0,0,0.519585461,54299.34811,Far Northern Management Area,Cape York Peninsula,59261,E
606,Hammond Reef,0,0,0,0,0,0,0.014906967,0,0,0.014906967,27792.26508,Far Northern Management Area,Cape York Peninsula,59261,E
607,U/N Reef,0,0,0,0,0,5.25050196,0,0,0,5.25050196,55104.81096,Far Northern Management Area,Cape York Peninsula,59261,E
608,U/N Reef,0,0,0,0,0,0,0.009111338,0,0,0.009111338,29986.41696,Far Northern Management Area,Cape York Peninsula,59261,E
609,U/N Reef,0,0,0,0,0,0.622360537,0,0,0,0.622360537,41889.72826,Far Northern Management Area,Cape York Peninsula,59261,E
610,U/N Reef,0,0,0,0,0,1.262415347,0,0,0,1.262415347,57650.70068,Far Northern Management Area,Cape York Peninsula,59261,E
635,U/N Reef,0,0,0,0,0,0.144616302,0,0,0,0.144616302,47572.93757,Far Northern Management Area,Cape York Peninsula,59261,E
636,Cat Reef,0,0,0,0,0,0,7.324137051,0,0,7.324137051,59377.29529,Far Northern Management Area,Cape York Peninsula,59271,E
637,U/N Reef,0,0,0,0,0,0,0.021437544,0,0,0.021437544,29980.81977,Far Northern Management Area,Cape York Peninsula,59261,E
638,Sherrard Reef,0,0,0,0,0,3.64297974,0,0,0,3.64297974,36571.20856,Far Northern Management Area,Cape York Peninsula,59261,E
639,U/N Reef,0,0,0,0,0,1.795046385,0,0,0,1.795046385,44914.60751,Far Northern Management Area,Cape York Peninsula,59271,E
640,U/N Reef,0,0,0,0,0.21078966,0,0,0,0,0.21078966,39674.54093,Far Northern Management Area,Cape York Peninsula,59261,E
641,U/N Reef,0,0,0,0,0,0.298991069,0,0,0,0.298991069,55206.88442,Far Northern Management Area,Cape York Peninsula,59261,E
642,U/N Reef,0,0,0,0,0,0.141039495,0,0,0,0.141039495,86080.76611,Far Northern Management Area,Cape York Peninsula,59251,E
643,U/N Reef,0,0,0,0,0,0,0.000564659,0,0,0.000564659,103484.0083,Far Northern Management Area,Cape York Peninsula,59251,E
644,U/N Reef,0,0,0,0,0,0,0.043654521,0,0,0.043654521,103929.4467,Far Northern Management Area,Cape York Peninsula,59251,E
646,U/N Reef,0,0,0,0,0,0,0.002131321,0,0,0.002131321,104828.0741,Far Northern Management Area,Cape York Peninsula,59251,E
647,U/N Reef,0,0,0,0,0,0.001909055,0,0,0,0.001909055,52418.08767,Far Northern Management Area,Cape York Peninsula,59271,E
648,Derry Reef,0,0,0,0,0,2.711761971,0,0,0,2.711761971,61478.41867,Far Northern Management Area,Cape York Peninsula,59271,E
649,Wasp Reef,0,0,0,0,0,0,0.293255173,0,0,0.293255173,34286.16115,Far Northern Management Area,Cape York Peninsula,59271,E
650,Ham Reef,0,0,0,0,0,3.965445656,0,0,0,3.965445656,63799.93958,Far Northern Management Area,Cape York Peninsula,59271,E
651,Osborne Reef,0,0,0,0,0,0,10.00639045,0,0,10.00639045,41323.32875,Far Northern Management Area,Cape York Peninsula,59271,E
652,U/N Reef,0,0,0,0,0,0,3.574705732,0,0,3.574705732,30338.57183,Far Northern Management Area,Cape York Peninsula,59271,E
653,MacNamara Patch,0,0,0,0,0,0,0.003204169,0,0,0.003204169,44255.09768,Far Northern Management Area,Cape York Peninsula,59271,E
654,Wilsen Shoal,0,0,0,0,0,0.078068322,0,0,0,0.078068322,64709.28737,Far Northern Management Area,Cape York Peninsula,59271,E
655,U/N Reef,0,0,0,0,0,0.012755707,0,0,0,0.012755707,66280.68861,Far Northern Management Area,Cape York Peninsula,59271,E
656,U/N Reef,0,0,0,0,0,0.010725043,0,0,0,0.010725043,66815.3929,Far Northern Management Area,Cape York Peninsula,59271,E
657,U/N Reef,0,0,0,0,0,0.409551539,0,0,0,0.409551539,57730.07738,Far Northern Management Area,Cape York Peninsula,59271,E
658,Stork Reef,0,0,0,0,0,4.570527789,0,0,0,4.570527789,38368.60214,Far Northern Management Area,Cape York Peninsula,59271,E
659,U/N Reef,0,0,0,0,0,0.229126198,0,0,0,0.229126198,37921.59337,Far Northern Management Area,Cape York Peninsula,59271,E
660,U/N Reef,0,0,0,0,0,11.30102002,0,0,0,11.30102002,49415.33797,Far Northern Management Area,Cape York Peninsula,59271,E
661,Franklin Reef,0,0,0,0,0,1.849931535,0,0,0,1.849931535,68691.20136,Far Northern Management Area,Cape York Peninsula,59271,E
662,U/N Reef,0,0,0,0,0,0.082408914,0,0,0,0.082408914,70949.46674,Far Northern Management Area,Cape York Peninsula,59271,E
663,U/N Reef,0,0,0,0,0,0.000783292,0,0,0,0.000783292,71628.26821,Far Northern Management Area,Cape York Peninsula,59271,E
664,U/N Reef,0,0,0,0,0,0,0.002065061,0,0,0.002065061,72906.34632,Far Northern Management Area,Cape York Peninsula,59271,E
665,U/N Reef,0,0,0,0,0,0.538318233,0,0,0,0.538318233,72078.5735,Far Northern Management Area,Cape York Peninsula,59271,E
666,U/N Reef,0,0,0,0,0,0.011240209,0,0,0,0.011240209,72797.15294,Far Northern Management Area,Cape York Peninsula,59271,E
667,U/N Reef,0,0,0,0,0,9.634085624,0,0,0,9.634085624,37471.50217,Far Northern Management Area,Cape York Peninsula,59271,E
668,Sykes Reef,0,0,0,0,0,0.006119998,0,0,0,0.006119998,43370.93184,Far Northern Management Area,Cape York Peninsula,59271,E
669,Colclough Reef,0,0,0,0,0,11.30495792,0,0,0,11.30495792,54705.17559,Far Northern Management Area,Cape York Peninsula,59271,E
670,New Reef,0,0,0,0,0,8.094551941,0,0,0,8.094551941,50845.27447,Far Northern Management Area,Cape York Peninsula,59271,E
671,Dart Shoal,0,0,0,0,0,0.025885959,0,0,0,0.025885959,59432.45882,Far Northern Management Area,Cape York Peninsula,59271,E
672,Glennie Reef,0,0,0,0,0,1.194227159,0,0,0,1.194227159,52675.55018,Far Northern Management Area,Cape York Peninsula,59271,E
673,Waterwitch Reef,0,0,0,0,0,0.796113297,0,0,0,0.796113297,50671.40731,Far Northern Management Area,Cape York Peninsula,59271,E
674,Gertrude Reef,0,0,0,0,0,0.598044152,0,0,0,0.598044152,54841.73595,Far Northern Management Area,Cape York Peninsula,59271,E
675,Jubilee Reef,0,0,0,0,0,3.464226177,0,0,0,3.464226177,63285.20216,Far Northern Management Area,Cape York Peninsula,59271,E
676,Tijou Reef,0,0,0,0,0,0,39.75579462,0,0,39.75579462,80244.87595,Far Northern Management Area,Cape York Peninsula,59271,E
677,U/N Reef,0,0,0,5.515887332,0,0,0,0,0,5.515887332,45724.09995,Far Northern Management Area,Cape York Peninsula,59271,E
678,U/N Reef,0,0,0,7.094079247,0,0,0,0,0,7.094079247,48047.03936,Far Northern Management Area,Cape York Peninsula,59271,E
679,Night Reef,0,0,0,0,0,0,1.711088727,0,0,1.711088727,50689.9252,Far Northern Management Area,Cape York Peninsula,59271,E
680,Diamond Reign Reefs,0,0,0,0,0,1.69194312,0,0,0,1.69194312,61630.34255,Far Northern Management Area,Cape York Peninsula,59271,E
681,U/N Reef,0,0,0,0,0,0.821153953,0,0,0,0.821153953,70142.65507,Far Northern Management Area,Cape York Peninsula,59271,E
682,Binstead Reef,0,0,0,0,0,1.401229173,0,0,0,1.401229173,54648.10995,Far Northern Management Area,Cape York Peninsula,59271,E
683,U/N Reef,0,0,0,0,0,0.284570012,0,0,0,0.284570012,66796.0485,Far Northern Management Area,Cape York Peninsula,59271,E
630,Throne Shoals,0,0,0,0,0,11.45694931,0,0,0,11.45694931,66319.08127,Far Northern Management Area,Cape York Peninsula,59271,E
631,U/N Reef,0,0,0,0,0,0.756265059,0,0,0,0.756265059,83499.97298,Far Northern Management Area,Cape York Peninsula,59271,E
632,U/N Reef,0,0,0,0,0,0.00464221,0,0,0,0.00464221,65205.82696,Far Northern Management Area,Cape York Peninsula,59271,E
633,U/N Reef,0,0,0,0,0,0,4.986233006,0,0,4.986233006,85843.07913,Far Northern Management Area,Cape York Peninsula,59271,E
634,Celebration Reef,0,0,0,0,0,5.164351161,0,0,0,5.164351161,66567.93342,Far Northern Management Area,Cape York Peninsula,59271,E
1077,U/N Reef,0,0,0,0,0,12.80281864,0,0,0,12.80281864,58256.85904,Far Northern Management Area,Cape York Peninsula,59271,E
1078,U/N Reef,0,0,0,0,0,1.525893756,0,0,0,1.525893756,59690.8318,Far Northern Management Area,Cape York Peninsula,59271,E
1079,Lowrie Reef,0,0,0,0,0,0.487979069,0,0,0,0.487979069,61718.97443,Far Northern Management Area,Cape York Peninsula,59271,E
1080,Bow Reef,0,0,0,0,0,0.992974359,0,0,0,0.992974359,69455.41785,Far Northern Management Area,Cape York Peninsula,59271,E
1081,U/N Reef,0,0,0,0,0,0.005047571,0,0,0,0.005047571,82890.22741,Far Northern Management Area,Cape York Peninsula,59271,E
1098,U/N Reef,0,0,0,0,0,0,11.87847317,0,0,11.87847317,92570.08166,Far Northern Management Area,Cape York Peninsula,59271,E
1099,U/N Reef,0,0,0,0,0,0.004267569,0,0,0,0.004267569,89165.52673,Far Northern Management Area,Cape York Peninsula,59271,E
1100,U/N Reef,0,0,0,0,0,0.01071099,0,0,0,0.01071099,65976.33886,Far Northern Management Area,Cape York Peninsula,59271,E
1101,U/N Reef,0,0,0,0,0,0.443606223,0,0,0,0.443606223,74411.50162,Far Northern Management Area,Cape York Peninsula,59271,E
1102,Treat Reef,0,0,0,0,0,0.13871374,0,0,0,0.13871374,67254.64117,Far Northern Management Area,Cape York Peninsula,59271,E
1103,U/N Reef,0,0,0,0,0,0.008154461,0,0,0,0.008154461,68894.49883,Far Northern Management Area,Cape York Peninsula,59271,E
1123,Peter Reef,0,0,0,0,0,13.10862256,0,0,0,13.10862256,79275.56325,Far Northern Management Area,Cape York Peninsula,59271,E
1124,Sand Bank No 8 Reef,0,0,0,0,0,0,4.493298178,0,0,4.493298178,94075.54413,Far Northern Management Area,Cape York Peninsula,59271,E
1125,Sharland Reefs (No 1),0,0,0,0,0,0,1.096806015,0,0,1.096806015,71276.85306,Far Northern Management Area,Cape York Peninsula,59271,E
1126,Sharland Reefs (No 2),0,0,0,0,0,0,1.818650047,0,0,1.818650047,72486.06043,Far Northern Management Area,Cape York Peninsula,59271,E
1127,U/N Reef,0,0,0,0,0,0,0.173667355,0,0,0.173667355,75492.95311,Far Northern Management Area,Cape York Peninsula,59271,E
1128,U/N Reef,0,0,0,0,0,0,0.012270076,0,0,0.012270076,76090.73735,Far Northern Management Area,Cape York Peninsula,59271,E
1145,Ellis Reef,0,0,0,0,0,15.78230685,0,0,0,15.78230685,77538.10114,Far Northern Management Area,Cape York Peninsula,59271,E
1146,Blanchard Reef,0,0,0,0,0,16.07142639,0,0,0,16.07142639,84286.82401,Far Northern Management Area,Cape York Peninsula,59271,E
1147,U/N Reef,0,0,0,0,0,0,0,9.179229932,0,9.179229932,97822.60986,Far Northern Management Area,Cape York Peninsula,59271,E
1148,U/N Reef,0,0,0,0,0,0,2.269145159,0,0,2.269145159,100161.8309,Far Northern Management Area,Cape York Peninsula,59271,E
1164,Sand Bank No 7 Reef,0,0,0,0,0,0,5.778394152,0,0,5.778394152,101018.4764,Far Northern Management Area,Cape York Peninsula,59271,E
1165,Roskruge Reef,0,0,0,0,0,0,0.020218227,0,0,0.020218227,77798.56293,Far Northern Management Area,Cape York Peninsula,59271,E
1166,U/N Reef,0,0,0,0,0,12.38456616,0,0,0,12.38456616,89186.20649,Far Northern Management Area,Cape York Peninsula,59271,E
1167,North Khandalla Shoal,0,0,0,0,0.000259803,0,0,0,0,0.000259803,82121.19911,Far Northern Management Area,Cape York Peninsula,59271,E
1168,Drake Shoal,0,0,0,0,0.01848612,0,0,0,0,0.01848612,83730.76436,Far Northern Management Area,Cape York Peninsula,59271,E
1169,South Khandalla Shoal,0,0,0,0,5.50E-05,0,0,0,0,5.50E-05,83224.13,Far Northern Management Area,Cape York Peninsula,59271,E
1170,Quake Reef,0,0,0,0,0,0,0.001453971,0,0,0.001453971,82840.95365,Far Northern Management Area,Cape York Peninsula,59271,E
1171,Bell Bank (North),0,0,0,0,0,0,1.65659569,0,0,1.65659569,81394.04373,Far Northern Management Area,Cape York Peninsula,59271,E
1172,Bell Bank (South),0,0,0,0,0,0,0.025634851,0,0,0.025634851,82864.98182,Far Northern Management Area,Cape York Peninsula,59271,E
1173,Heath Reef,0,0,0,0,0.169492254,0,0,0,0,0.169492254,86263.0046,Far Northern Management Area,Cape York Peninsula,59271,E
1194,Morris Island Reef,0,0,0,0,0,26.22672643,0,0,0,26.22672643,89637.6388,Far Northern Management Area,Cape York Peninsula,59281,E
1195,U/N Reef,0,0,0,0,0,0,0.005156431,0,0,0.005156431,105455.265,Far Northern Management Area,Cape York Peninsula,59271,E
1196,U/N Reef,0,0,0,0,0,0,14.10908067,0,0,14.10908067,109819.2545,Far Northern Management Area,Cape York Peninsula,59282,E
1197,MacDonald Reef,0,0,0,0,0,0.008565167,0,0,0,0.008565167,92483.2653,Far Northern Management Area,Cape York Peninsula,59281,G
1210,Ogilvie Reef,0,0,0,0,0,0,37.02685691,0,0,37.02685691,97762.42093,Far Northern Management Area,Cape York Peninsula,59281,E
1211,U/N Reef,0,0,0,0,0,0,20.12733446,0,0,20.12733446,103622.6669,Far Northern Management Area,Cape York Peninsula,59281,E
1228,U/N Reef,0,0,0,0,0,2.554164967,0,0,0,2.554164967,116261.8485,Far Northern Management Area,Cape York Peninsula,59281,G
1229,Noddy Reef (No 1),0,0,0,0,0,30.67977182,0,0,0,30.67977182,113535.8402,Far Northern Management Area,Cape York Peninsula,59281,G
1230,Noddy Reef (No 2),0,0,0,0,0,3.181935416,0,0,0,3.181935416,109523.5724,Far Northern Management Area,Cape York Peninsula,59281,G
1231,Noddy Reef (No 3),0,0,0,0,0,8.18992665,0,0,0,8.18992665,111913.5599,Far Northern Management Area,Cape York Peninsula,59281,G
1254,U/N Reef,0,0,0,0,0,8.811461424,0,0,0,8.811461424,96779.28337,Far Northern Management Area,Cape York Peninsula,59281,G
1255,Fife Reef,0,0,0,0,0,9.233870309,0,0,0,9.233870309,107152.9421,Far Northern Management Area,Cape York Peninsula,59281,G
1256,Hay Island Reef,0,0,0,0,1.318976959,0,0,0,0,1.318976959,107129.5176,Far Northern Management Area,Cape York Peninsula,59281,G
1257,U/N Reef,0,0,0,0,0,1.409859015,0,0,0,1.409859015,116218.5376,Far Northern Management Area,Cape York Peninsula,59281,G
1258,Frenchman Reef,0,0,0,0,0,0.82849086,0,0,0,0.82849086,108672.7271,Far Northern Management Area,Cape York Peninsula,59281,G
1259,Poulsen Reef,0,0,0,0,0,0.003541684,0,0,0,0.003541684,113022.4577,Far Northern Management Area,Cape York Peninsula,59281,G
1285,Magpie Reef,0,0,0,0,0,79.47191415,0,0,0,79.47191415,125049.7019,Far Northern Management Area,Cape York Peninsula,59281,G
1286,Lytton Reef,0,0,0,0,0,21.83724166,0,0,0,21.83724166,124932.1218,Far Northern Management Area,Cape York Peninsula,59281,G
1287,U/N Reef,0,0,0,0,0,0.870413392,0,0,0,0.870413392,128389.5201,Far Northern Management Area,Cape York Peninsula,59281,G
1288,Wilkie Reef,0,0,0,0,0,1.123883504,0,0,0,1.123883504,116273.1266,Far Northern Management Area,Cape York Peninsula,59281,G
1299,U/N Reef,0,0,0,0,0,6.495362754,0,0,0,6.495362754,111843.5289,Far Northern Management Area,Cape York Peninsula,59281,G
1300,U/N Reef,0,0,0,0,0,1.226192785,0,0,0,1.226192785,135146.881,Far Northern Management Area,Cape York Peninsula,59281,G
1301,U/N Reef,0,0,0,0,0,4.522058723,0,0,0,4.522058723,129461.6773,Far Northern Management Area,Cape York Peninsula,59281,G
1302,U/N Reef,0,0,0,0,0,4.66704222,0,0,0,4.66704222,133840.9399,Far Northern Management Area,Cape York Peninsula,59281,G
1303,Sullivan Shoal,0,0,0,0,0,0.000770553,0,0,0,0.000770553,125764.8859,Far Northern Management Area,Cape York Peninsula,59281,G
1304,Ballerina Shoal,0,0,0,0,0,0.059068144,0,0,0,0.059068144,129446.2293,Far Northern Management Area,Cape York Peninsula,59281,G
1320,Hannah Island Reef,0,0,0,0,0,1.785360964,0,0,0,1.785360964,128877.7589,Far Northern Management Area,Cape York Peninsula,59281,G
1321,U/N Reef,0,0,0,0,0,0,0.019167196,0,0,0.019167196,138887.568,Far Northern Management Area,Cape York Peninsula,59281,G
1322,Rattlesnake Reefs (No 1),0,0,0,0.449056263,0,0,0,0,0,0.449056263,127643.9072,Far Northern Management Area,Cape York Peninsula,59281,G
1323,Rattlesnake Reefs (No 2),0,0,0,0.4008212,0,0,0,0,0,0.4008212,128916.0971,Far Northern Management Area,Cape York Peninsula,59281,G
1324,Rattlesnake Reefs (No 3),0,0,0,0.014511353,0,0,0,0,0,0.014511353,131155.8045,Far Northern Management Area,Cape York Peninsula,59281,G
1325,U/N Reef,0,0,0,5.134906218,0,0,0,0,0,5.134906218,126238.9536,Far Northern Management Area,Cape York Peninsula,59281,G
